Recipe ID 1,Recipe ID 2,No_of_shared_compounds
R000001,R000002,220
R000001,R000003,276
R000001,R000004,238
R000001,R000005,190
R000001,R000006,239
R000001,R000007,189
R000001,R000008,245
R000001,R000009,281
R000001,R0000010,251
R000001,R0000011,145
R000001,R0000012,248
R000001,R0000013,184
R000001,R0000014,253
R000001,R0000015,283
R000001,R0000016,292
R000001,R0000017,222
R000001,R0000018,147
R000001,R0000020,296
R000001,R0000021,254
R000001,R0000022,276
R000001,R0000023,181
R000001,R0000024,175
R000001,R0000025,265
R000001,R0000026,175
R000001,R0000027,204
R000001,R0000028,201
R000001,R0000029,233
R000001,R0000030,311
R000001,R0000031,170
R000001,R0000032,283
R000001,R0000033,211
R000001,R0000034,202
R000001,R0000035,218
R000001,R0000036,218
R000001,R0000037,180
R000001,R0000038,265
R000001,R0000039,198
R000001,R0000040,143
R000001,R0000041,290
R000001,R0000042,228
R000001,R0000043,336
R000001,R0000044,234
R000001,R0000045,247
R000001,R0000046,267
R000001,R0000047,146
R000001,R0000048,175
R000001,R0000049,233
R000001,R0000050,159
R000001,R0000051,290
R000001,R0000052,229
R000001,R0000053,187
R000001,R0000054,265
R000001,R0000055,232
R000001,R0000056,257
R000001,R0000057,153
R000001,R0000058,126
R000001,R0000059,62
R000001,R0000060,273
R000001,R0000061,252
R000001,R0000062,118
R000001,R0000063,156
R000001,R0000064,238
R000001,R0000065,288
R000001,R0000066,110
R000001,R0000067,216
R000001,R0000068,274
R000001,R0000069,287
R000001,R0000070,69
R000001,R0000071,274
R000001,R0000072,219
R000001,R0000073,229
R000001,R0000074,236
R000001,R0000075,143
R000001,R0000076,167
R000001,R0000077,171
R000001,R0000078,271
R000001,R0000079,219
R000001,R0000080,226
R000001,R0000081,141
R000001,R0000082,289
R000001,R0000083,250
R000001,R0000084,217
R000001,R0000085,94
R000001,R0000086,115
R000001,R0000087,315
R000001,R0000088,250
R000001,R0000089,276
R000001,R0000090,308
R000001,R0000091,180
R000001,R0000092,224
R000001,R0000093,290
R000001,R0000094,310
R000001,R0000095,253
R000001,R0000096,282
R000001,R0000097,223
R000001,R0000098,129
R000001,R0000099,195
R000001,R00000100,168
R000002,R000003,209
R000002,R000004,183
R000002,R000005,143
R000002,R000006,159
R000002,R000007,140
R000002,R000008,139
R000002,R000009,158
R000002,R0000010,148
R000002,R0000011,101
R000002,R0000012,150
R000002,R0000013,114
R000002,R0000014,179
R000002,R0000015,182
R000002,R0000016,201
R000002,R0000017,175
R000002,R0000018,100
R000002,R0000020,230
R000002,R0000021,147
R000002,R0000022,172
R000002,R0000023,112
R000002,R0000024,108
R000002,R0000025,197
R000002,R0000026,145
R000002,R0000027,136
R000002,R0000028,147
R000002,R0000029,205
R000002,R0000030,222
R000002,R0000031,100
R000002,R0000032,202
R000002,R0000033,118
R000002,R0000034,127
R000002,R0000035,119
R000002,R0000036,192
R000002,R0000037,147
R000002,R0000038,143
R000002,R0000039,119
R000002,R0000040,93
R000002,R0000041,177
R000002,R0000042,133
R000002,R0000043,222
R000002,R0000044,140
R000002,R0000045,146
R000002,R0000046,152
R000002,R0000047,93
R000002,R0000048,106
R000002,R0000049,148
R000002,R0000050,105
R000002,R0000051,186
R000002,R0000052,170
R000002,R0000053,116
R000002,R0000054,165
R000002,R0000055,135
R000002,R0000056,152
R000002,R0000057,91
R000002,R0000058,89
R000002,R0000059,44
R000002,R0000060,199
R000002,R0000061,191
R000002,R0000062,118
R000002,R0000063,94
R000002,R0000064,164
R000002,R0000065,166
R000002,R0000066,77
R000002,R0000067,141
R000002,R0000068,166
R000002,R0000069,185
R000002,R0000070,53
R000002,R0000071,207
R000002,R0000072,137
R000002,R0000073,188
R000002,R0000074,142
R000002,R0000075,87
R000002,R0000076,99
R000002,R0000077,134
R000002,R0000078,170
R000002,R0000079,117
R000002,R0000080,127
R000002,R0000081,80
R000002,R0000082,209
R000002,R0000083,173
R000002,R0000084,151
R000002,R0000085,73
R000002,R0000086,99
R000002,R0000087,222
R000002,R0000088,189
R000002,R0000089,202
R000002,R0000090,214
R000002,R0000091,197
R000002,R0000092,145
R000002,R0000093,176
R000002,R0000094,176
R000002,R0000095,212
R000002,R0000096,213
R000002,R0000097,129
R000002,R0000098,96
R000002,R0000099,129
R000002,R00000100,102
R000003,R000004,264
R000003,R000005,214
R000003,R000006,243
R000003,R000007,245
R000003,R000008,221
R000003,R000009,239
R000003,R0000010,229
R000003,R0000011,154
R000003,R0000012,186
R000003,R0000013,197
R000003,R0000014,268
R000003,R0000015,228
R000003,R0000016,327
R000003,R0000017,269
R000003,R0000018,126
R000003,R0000020,244
R000003,R0000021,223
R000003,R0000022,202
R000003,R0000023,140
R000003,R0000024,188
R000003,R0000025,272
R000003,R0000026,187
R000003,R0000027,204
R000003,R0000028,231
R000003,R0000029,292
R000003,R0000030,351
R000003,R0000031,167
R000003,R0000032,285
R000003,R0000033,186
R000003,R0000034,164
R000003,R0000035,189
R000003,R0000036,272
R000003,R0000037,161
R000003,R0000038,193
R000003,R0000039,157
R000003,R0000040,113
R000003,R0000041,244
R000003,R0000042,213
R000003,R0000043,305
R000003,R0000044,208
R000003,R0000045,225
R000003,R0000046,224
R000003,R0000047,144
R000003,R0000048,174
R000003,R0000049,229
R000003,R0000050,142
R000003,R0000051,261
R000003,R0000052,289
R000003,R0000053,199
R000003,R0000054,256
R000003,R0000055,192
R000003,R0000056,198
R000003,R0000057,157
R000003,R0000058,139
R000003,R0000059,58
R000003,R0000060,256
R000003,R0000061,278
R000003,R0000062,132
R000003,R0000063,158
R000003,R0000064,222
R000003,R0000065,238
R000003,R0000066,106
R000003,R0000067,188
R000003,R0000068,237
R000003,R0000069,258
R000003,R0000070,72
R000003,R0000071,238
R000003,R0000072,218
R000003,R0000073,211
R000003,R0000074,184
R000003,R0000075,105
R000003,R0000076,126
R000003,R0000077,174
R000003,R0000078,234
R000003,R0000079,180
R000003,R0000080,196
R000003,R0000081,140
R000003,R0000082,261
R000003,R0000083,244
R000003,R0000084,168
R000003,R0000085,86
R000003,R0000086,126
R000003,R0000087,308
R000003,R0000088,288
R000003,R0000089,260
R000003,R0000090,326
R000003,R0000091,185
R000003,R0000092,227
R000003,R0000093,236
R000003,R0000094,257
R000003,R0000095,253
R000003,R0000096,337
R000003,R0000097,207
R000003,R0000098,112
R000003,R0000099,176
R000003,R00000100,163
R000004,R000005,188
R000004,R000006,212
R000004,R000007,159
R000004,R000008,190
R000004,R000009,205
R000004,R0000010,198
R000004,R0000011,126
R000004,R0000012,164
R000004,R0000013,171
R000004,R0000014,245
R000004,R0000015,196
R000004,R0000016,250
R000004,R0000017,194
R000004,R0000018,114
R000004,R0000020,209
R000004,R0000021,198
R000004,R0000022,180
R000004,R0000023,126
R000004,R0000024,164
R000004,R0000025,270
R000004,R0000026,151
R000004,R0000027,197
R000004,R0000028,231
R000004,R0000029,220
R000004,R0000030,266
R000004,R0000031,161
R000004,R0000032,249
R000004,R0000033,178
R000004,R0000034,141
R000004,R0000035,180
R000004,R0000036,196
R000004,R0000037,145
R000004,R0000038,161
R000004,R0000039,138
R000004,R0000040,98
R000004,R0000041,202
R000004,R0000042,184
R000004,R0000043,227
R000004,R0000044,194
R000004,R0000045,197
R000004,R0000046,198
R000004,R0000047,118
R000004,R0000048,164
R000004,R0000049,198
R000004,R0000050,125
R000004,R0000051,239
R000004,R0000052,214
R000004,R0000053,173
R000004,R0000054,213
R000004,R0000055,190
R000004,R0000056,170
R000004,R0000057,148
R000004,R0000058,113
R000004,R0000059,52
R000004,R0000060,222
R000004,R0000061,201
R000004,R0000062,125
R000004,R0000063,154
R000004,R0000064,191
R000004,R0000065,210
R000004,R0000066,90
R000004,R0000067,174
R000004,R0000068,209
R000004,R0000069,231
R000004,R0000070,62
R000004,R0000071,202
R000004,R0000072,187
R000004,R0000073,172
R000004,R0000074,161
R000004,R0000075,96
R000004,R0000076,114
R000004,R0000077,154
R000004,R0000078,207
R000004,R0000079,173
R000004,R0000080,179
R000004,R0000081,140
R000004,R0000082,222
R000004,R0000083,216
R000004,R0000084,147
R000004,R0000085,85
R000004,R0000086,129
R000004,R0000087,230
R000004,R0000088,270
R000004,R0000089,224
R000004,R0000090,241
R000004,R0000091,163
R000004,R0000092,219
R000004,R0000093,211
R000004,R0000094,229
R000004,R0000095,217
R000004,R0000096,254
R000004,R0000097,183
R000004,R0000098,102
R000004,R0000099,147
R000004,R00000100,161
R000005,R000006,182
R000005,R000007,163
R000005,R000008,163
R000005,R000009,180
R000005,R0000010,173
R000005,R0000011,152
R000005,R0000012,148
R000005,R0000013,150
R000005,R0000014,178
R000005,R0000015,159
R000005,R0000016,204
R000005,R0000017,187
R000005,R0000018,103
R000005,R0000020,175
R000005,R0000021,169
R000005,R0000022,139
R000005,R0000023,116
R000005,R0000024,139
R000005,R0000025,193
R000005,R0000026,156
R000005,R0000027,152
R000005,R0000028,155
R000005,R0000029,186
R000005,R0000030,216
R000005,R0000031,120
R000005,R0000032,196
R000005,R0000033,139
R000005,R0000034,126
R000005,R0000035,139
R000005,R0000036,165
R000005,R0000037,112
R000005,R0000038,151
R000005,R0000039,124
R000005,R0000040,95
R000005,R0000041,169
R000005,R0000042,156
R000005,R0000043,193
R000005,R0000044,148
R000005,R0000045,173
R000005,R0000046,169
R000005,R0000047,132
R000005,R0000048,124
R000005,R0000049,173
R000005,R0000050,122
R000005,R0000051,173
R000005,R0000052,152
R000005,R0000053,152
R000005,R0000054,185
R000005,R0000055,139
R000005,R0000056,158
R000005,R0000057,103
R000005,R0000058,139
R000005,R0000059,45
R000005,R0000060,158
R000005,R0000061,162
R000005,R0000062,93
R000005,R0000063,106
R000005,R0000064,142
R000005,R0000065,173
R000005,R0000066,86
R000005,R0000067,156
R000005,R0000068,168
R000005,R0000069,170
R000005,R0000070,70
R000005,R0000071,164
R000005,R0000072,162
R000005,R0000073,166
R000005,R0000074,143
R000005,R0000075,102
R000005,R0000076,102
R000005,R0000077,120
R000005,R0000078,166
R000005,R0000079,127
R000005,R0000080,139
R000005,R0000081,91
R000005,R0000082,168
R000005,R0000083,157
R000005,R0000084,135
R000005,R0000085,58
R000005,R0000086,126
R000005,R0000087,193
R000005,R0000088,212
R000005,R0000089,162
R000005,R0000090,190
R000005,R0000091,130
R000005,R0000092,165
R000005,R0000093,157
R000005,R0000094,169
R000005,R0000095,180
R000005,R0000096,200
R000005,R0000097,149
R000005,R0000098,86
R000005,R0000099,167
R000005,R00000100,112
R000006,R000007,172
R000006,R000008,221
R000006,R000009,233
R000006,R0000010,222
R000006,R0000011,148
R000006,R0000012,182
R000006,R0000013,193
R000006,R0000014,236
R000006,R0000015,203
R000006,R0000016,236
R000006,R0000017,180
R000006,R0000018,123
R000006,R0000020,191
R000006,R0000021,223
R000006,R0000022,166
R000006,R0000023,136
R000006,R0000024,188
R000006,R0000025,223
R000006,R0000026,167
R000006,R0000027,196
R000006,R0000028,177
R000006,R0000029,186
R000006,R0000030,260
R000006,R0000031,163
R000006,R0000032,269
R000006,R0000033,181
R000006,R0000034,156
R000006,R0000035,181
R000006,R0000036,182
R000006,R0000037,124
R000006,R0000038,173
R000006,R0000039,153
R000006,R0000040,105
R000006,R0000041,223
R000006,R0000042,205
R000006,R0000043,218
R000006,R0000044,196
R000006,R0000045,219
R000006,R0000046,222
R000006,R0000047,146
R000006,R0000048,171
R000006,R0000049,218
R000006,R0000050,136
R000006,R0000051,222
R000006,R0000052,199
R000006,R0000053,195
R000006,R0000054,235
R000006,R0000055,186
R000006,R0000056,191
R000006,R0000057,153
R000006,R0000058,134
R000006,R0000059,60
R000006,R0000060,217
R000006,R0000061,204
R000006,R0000062,96
R000006,R0000063,155
R000006,R0000064,192
R000006,R0000065,231
R000006,R0000066,132
R000006,R0000067,150
R000006,R0000068,229
R000006,R0000069,233
R000006,R0000070,65
R000006,R0000071,171
R000006,R0000072,207
R000006,R0000073,186
R000006,R0000074,180
R000006,R0000075,99
R000006,R0000076,116
R000006,R0000077,163
R000006,R0000078,216
R000006,R0000079,180
R000006,R0000080,221
R000006,R0000081,141
R000006,R0000082,227
R000006,R0000083,214
R000006,R0000084,144
R000006,R0000085,71
R000006,R0000086,96
R000006,R0000087,236
R000006,R0000088,236
R000006,R0000089,220
R000006,R0000090,244
R000006,R0000091,139
R000006,R0000092,185
R000006,R0000093,214
R000006,R0000094,220
R000006,R0000095,210
R000006,R0000096,247
R000006,R0000097,204
R000006,R0000098,97
R000006,R0000099,167
R000006,R00000100,157
R000007,R000008,161
R000007,R000009,176
R000007,R0000010,172
R000007,R0000011,145
R000007,R0000012,133
R000007,R0000013,163
R000007,R0000014,182
R000007,R0000015,155
R000007,R0000016,235
R000007,R0000017,218
R000007,R0000018,91
R000007,R0000020,174
R000007,R0000021,163
R000007,R0000022,126
R000007,R0000023,102
R000007,R0000024,152
R000007,R0000025,167
R000007,R0000026,170
R000007,R0000027,129
R000007,R0000028,153
R000007,R0000029,217
R000007,R0000030,247
R000007,R0000031,126
R000007,R0000032,186
R000007,R0000033,134
R000007,R0000034,117
R000007,R0000035,138
R000007,R0000036,211
R000007,R0000037,108
R000007,R0000038,151
R000007,R0000039,118
R000007,R0000040,86
R000007,R0000041,184
R000007,R0000042,160
R000007,R0000043,230
R000007,R0000044,135
R000007,R0000045,168
R000007,R0000046,162
R000007,R0000047,132
R000007,R0000048,135
R000007,R0000049,170
R000007,R0000050,111
R000007,R0000051,164
R000007,R0000052,229
R000007,R0000053,164
R000007,R0000054,192
R000007,R0000055,121
R000007,R0000056,147
R000007,R0000057,120
R000007,R0000058,138
R000007,R0000059,45
R000007,R0000060,180
R000007,R0000061,224
R000007,R0000062,87
R000007,R0000063,120
R000007,R0000064,170
R000007,R0000065,170
R000007,R0000066,92
R000007,R0000067,125
R000007,R0000068,159
R000007,R0000069,172
R000007,R0000070,71
R000007,R0000071,170
R000007,R0000072,169
R000007,R0000073,161
R000007,R0000074,131
R000007,R0000075,83
R000007,R0000076,87
R000007,R0000077,122
R000007,R0000078,166
R000007,R0000079,126
R000007,R0000080,142
R000007,R0000081,104
R000007,R0000082,188
R000007,R0000083,173
R000007,R0000084,130
R000007,R0000085,61
R000007,R0000086,74
R000007,R0000087,232
R000007,R0000088,183
R000007,R0000089,182
R000007,R0000090,246
R000007,R0000091,122
R000007,R0000092,154
R000007,R0000093,164
R000007,R0000094,177
R000007,R0000095,177
R000007,R0000096,245
R000007,R0000097,157
R000007,R0000098,74
R000007,R0000099,151
R000007,R00000100,125
R000008,R000009,296
R000008,R0000010,228
R000008,R0000011,144
R000008,R0000012,220
R000008,R0000013,187
R000008,R0000014,219
R000008,R0000015,224
R000008,R0000016,228
R000008,R0000017,164
R000008,R0000018,140
R000008,R0000020,177
R000008,R0000021,236
R000008,R0000022,166
R000008,R0000023,159
R000008,R0000024,185
R000008,R0000025,207
R000008,R0000026,164
R000008,R0000027,183
R000008,R0000028,172
R000008,R0000029,169
R000008,R0000030,250
R000008,R0000031,162
R000008,R0000032,247
R000008,R0000033,177
R000008,R0000034,175
R000008,R0000035,189
R000008,R0000036,163
R000008,R0000037,138
R000008,R0000038,184
R000008,R0000039,168
R000008,R0000040,120
R000008,R0000041,241
R000008,R0000042,215
R000008,R0000043,223
R000008,R0000044,198
R000008,R0000045,230
R000008,R0000046,233
R000008,R0000047,154
R000008,R0000048,168
R000008,R0000049,222
R000008,R0000050,145
R000008,R0000051,203
R000008,R0000052,185
R000008,R0000053,190
R000008,R0000054,242
R000008,R0000055,193
R000008,R0000056,201
R000008,R0000057,149
R000008,R0000058,132
R000008,R0000059,57
R000008,R0000060,217
R000008,R0000061,198
R000008,R0000062,96
R000008,R0000063,150
R000008,R0000064,188
R000008,R0000065,247
R000008,R0000066,103
R000008,R0000067,128
R000008,R0000068,234
R000008,R0000069,240
R000008,R0000070,59
R000008,R0000071,168
R000008,R0000072,210
R000008,R0000073,173
R000008,R0000074,203
R000008,R0000075,107
R000008,R0000076,130
R000008,R0000077,146
R000008,R0000078,235
R000008,R0000079,191
R000008,R0000080,193
R000008,R0000081,140
R000008,R0000082,223
R000008,R0000083,217
R000008,R0000084,156
R000008,R0000085,76
R000008,R0000086,81
R000008,R0000087,212
R000008,R0000088,214
R000008,R0000089,218
R000008,R0000090,243
R000008,R0000091,113
R000008,R0000092,188
R000008,R0000093,214
R000008,R0000094,224
R000008,R0000095,190
R000008,R0000096,226
R000008,R0000097,222
R000008,R0000098,108
R000008,R0000099,164
R000008,R00000100,152
R000009,R0000010,258
R000009,R0000011,158
R000009,R0000012,260
R000009,R0000013,200
R000009,R0000014,237
R000009,R0000015,250
R000009,R0000016,253
R000009,R0000017,183
R000009,R0000018,156
R000009,R0000020,216
R000009,R0000021,266
R000009,R0000022,188
R000009,R0000023,191
R000009,R0000024,188
R000009,R0000025,229
R000009,R0000026,175
R000009,R0000027,190
R000009,R0000028,182
R000009,R0000029,189
R000009,R0000030,281
R000009,R0000031,172
R000009,R0000032,271
R000009,R0000033,193
R000009,R0000034,208
R000009,R0000035,222
R000009,R0000036,184
R000009,R0000037,168
R000009,R0000038,223
R000009,R0000039,202
R000009,R0000040,143
R000009,R0000041,288
R000009,R0000042,238
R000009,R0000043,262
R000009,R0000044,225
R000009,R0000045,264
R000009,R0000046,264
R000009,R0000047,159
R000009,R0000048,181
R000009,R0000049,243
R000009,R0000050,172
R000009,R0000051,220
R000009,R0000052,202
R000009,R0000053,202
R000009,R0000054,276
R000009,R0000055,218
R000009,R0000056,246
R000009,R0000057,152
R000009,R0000058,141
R000009,R0000059,60
R000009,R0000060,242
R000009,R0000061,229
R000009,R0000062,105
R000009,R0000063,154
R000009,R0000064,203
R000009,R0000065,311
R000009,R0000066,107
R000009,R0000067,147
R000009,R0000068,268
R000009,R0000069,282
R000009,R0000070,71
R000009,R0000071,192
R000009,R0000072,231
R000009,R0000073,200
R000009,R0000074,243
R000009,R0000075,143
R000009,R0000076,164
R000009,R0000077,161
R000009,R0000078,271
R000009,R0000079,219
R000009,R0000080,207
R000009,R0000081,141
R000009,R0000082,248
R000009,R0000083,242
R000009,R0000084,186
R000009,R0000085,84
R000009,R0000086,93
R000009,R0000087,244
R000009,R0000088,228
R000009,R0000089,241
R000009,R0000090,276
R000009,R0000091,128
R000009,R0000092,199
R000009,R0000093,233
R000009,R0000094,263
R000009,R0000095,210
R000009,R0000096,246
R000009,R0000097,251
R000009,R0000098,114
R000009,R0000099,180
R000009,R00000100,158
R0000010,R0000011,153
R0000010,R0000012,218
R0000010,R0000013,196
R0000010,R0000014,220
R0000010,R0000015,203
R0000010,R0000016,241
R0000010,R0000017,179
R0000010,R0000018,133
R0000010,R0000020,207
R0000010,R0000021,266
R0000010,R0000022,163
R0000010,R0000023,159
R0000010,R0000024,185
R0000010,R0000025,213
R0000010,R0000026,167
R0000010,R0000027,178
R0000010,R0000028,177
R0000010,R0000029,175
R0000010,R0000030,246
R0000010,R0000031,178
R0000010,R0000032,236
R0000010,R0000033,196
R0000010,R0000034,203
R0000010,R0000035,211
R0000010,R0000036,170
R0000010,R0000037,157
R0000010,R0000038,218
R0000010,R0000039,165
R0000010,R0000040,136
R0000010,R0000041,243
R0000010,R0000042,240
R0000010,R0000043,223
R0000010,R0000044,219
R0000010,R0000045,246
R0000010,R0000046,247
R0000010,R0000047,148
R0000010,R0000048,170
R0000010,R0000049,256
R0000010,R0000050,146
R0000010,R0000051,206
R0000010,R0000052,195
R0000010,R0000053,200
R0000010,R0000054,249
R0000010,R0000055,212
R0000010,R0000056,234
R0000010,R0000057,161
R0000010,R0000058,139
R0000010,R0000059,50
R0000010,R0000060,208
R0000010,R0000061,199
R0000010,R0000062,93
R0000010,R0000063,149
R0000010,R0000064,185
R0000010,R0000065,265
R0000010,R0000066,101
R0000010,R0000067,136
R0000010,R0000068,239
R0000010,R0000069,251
R0000010,R0000070,66
R0000010,R0000071,173
R0000010,R0000072,238
R0000010,R0000073,180
R0000010,R0000074,197
R0000010,R0000075,131
R0000010,R0000076,162
R0000010,R0000077,144
R0000010,R0000078,255
R0000010,R0000079,229
R0000010,R0000080,197
R0000010,R0000081,140
R0000010,R0000082,216
R0000010,R0000083,210
R0000010,R0000084,173
R0000010,R0000085,73
R0000010,R0000086,85
R0000010,R0000087,218
R0000010,R0000088,221
R0000010,R0000089,211
R0000010,R0000090,242
R0000010,R0000091,121
R0000010,R0000092,189
R0000010,R0000093,215
R0000010,R0000094,261
R0000010,R0000095,203
R0000010,R0000096,234
R0000010,R0000097,211
R0000010,R0000098,111
R0000010,R0000099,184
R0000010,R00000100,156
R0000011,R0000012,116
R0000011,R0000013,143
R0000011,R0000014,135
R0000011,R0000015,116
R0000011,R0000016,146
R0000011,R0000017,128
R0000011,R0000018,78
R0000011,R0000020,130
R0000011,R0000021,148
R0000011,R0000022,98
R0000011,R0000023,90
R0000011,R0000024,132
R0000011,R0000025,134
R0000011,R0000026,140
R0000011,R0000027,115
R0000011,R0000028,116
R0000011,R0000029,126
R0000011,R0000030,160
R0000011,R0000031,109
R0000011,R0000032,152
R0000011,R0000033,121
R0000011,R0000034,100
R0000011,R0000035,124
R0000011,R0000036,117
R0000011,R0000037,90
R0000011,R0000038,124
R0000011,R0000039,101
R0000011,R0000040,77
R0000011,R0000041,141
R0000011,R0000042,139
R0000011,R0000043,160
R0000011,R0000044,113
R0000011,R0000045,152
R0000011,R0000046,148
R0000011,R0000047,128
R0000011,R0000048,113
R0000011,R0000049,151
R0000011,R0000050,99
R0000011,R0000051,131
R0000011,R0000052,129
R0000011,R0000053,144
R0000011,R0000054,153
R0000011,R0000055,110
R0000011,R0000056,128
R0000011,R0000057,94
R0000011,R0000058,138
R0000011,R0000059,35
R0000011,R0000060,130
R0000011,R0000061,129
R0000011,R0000062,77
R0000011,R0000063,98
R0000011,R0000064,121
R0000011,R0000065,144
R0000011,R0000066,78
R0000011,R0000067,93
R0000011,R0000068,127
R0000011,R0000069,141
R0000011,R0000070,69
R0000011,R0000071,119
R0000011,R0000072,148
R0000011,R0000073,123
R0000011,R0000074,134
R0000011,R0000075,90
R0000011,R0000076,100
R0000011,R0000077,124
R0000011,R0000078,132
R0000011,R0000079,113
R0000011,R0000080,118
R0000011,R0000081,84
R0000011,R0000082,158
R0000011,R0000083,135
R0000011,R0000084,105
R0000011,R0000085,49
R0000011,R0000086,64
R0000011,R0000087,141
R0000011,R0000088,150
R0000011,R0000089,134
R0000011,R0000090,154
R0000011,R0000091,92
R0000011,R0000092,124
R0000011,R0000093,129
R0000011,R0000094,142
R0000011,R0000095,128
R0000011,R0000096,154
R0000011,R0000097,131
R0000011,R0000098,70
R0000011,R0000099,148
R0000011,R00000100,100
R0000012,R0000013,129
R0000012,R0000014,206
R0000012,R0000015,247
R0000012,R0000016,215
R0000012,R0000017,167
R0000012,R0000018,163
R0000012,R0000020,200
R0000012,R0000021,226
R0000012,R0000022,200
R0000012,R0000023,192
R0000012,R0000024,125
R0000012,R0000025,196
R0000012,R0000026,144
R0000012,R0000027,154
R0000012,R0000028,136
R0000012,R0000029,173
R0000012,R0000030,241
R0000012,R0000031,118
R0000012,R0000032,235
R0000012,R0000033,141
R0000012,R0000034,238
R0000012,R0000035,162
R0000012,R0000036,172
R0000012,R0000037,178
R0000012,R0000038,237
R0000012,R0000039,199
R0000012,R0000040,140
R0000012,R0000041,274
R0000012,R0000042,173
R0000012,R0000043,252
R0000012,R0000044,189
R0000012,R0000045,199
R0000012,R0000046,208
R0000012,R0000047,121
R0000012,R0000048,130
R0000012,R0000049,185
R0000012,R0000050,168
R0000012,R0000051,188
R0000012,R0000052,147
R0000012,R0000053,133
R0000012,R0000054,233
R0000012,R0000055,179
R0000012,R0000056,262
R0000012,R0000057,107
R0000012,R0000058,98
R0000012,R0000059,67
R0000012,R0000060,217
R0000012,R0000061,217
R0000012,R0000062,103
R0000012,R0000063,110
R0000012,R0000064,164
R0000012,R0000065,281
R0000012,R0000066,103
R0000012,R0000067,149
R0000012,R0000068,248
R0000012,R0000069,254
R0000012,R0000070,57
R0000012,R0000071,190
R0000012,R0000072,167
R0000012,R0000073,183
R0000012,R0000074,245
R0000012,R0000075,127
R0000012,R0000076,192
R0000012,R0000077,168
R0000012,R0000078,257
R0000012,R0000079,190
R0000012,R0000080,162
R0000012,R0000081,95
R0000012,R0000082,221
R0000012,R0000083,205
R0000012,R0000084,184
R0000012,R0000085,87
R0000012,R0000086,91
R0000012,R0000087,236
R0000012,R0000088,177
R0000012,R0000089,214
R0000012,R0000090,238
R0000012,R0000091,119
R0000012,R0000092,160
R0000012,R0000093,205
R0000012,R0000094,245
R0000012,R0000095,209
R0000012,R0000096,199
R0000012,R0000097,242
R0000012,R0000098,125
R0000012,R0000099,157
R0000012,R00000100,128
R0000013,R0000014,181
R0000013,R0000015,140
R0000013,R0000016,187
R0000013,R0000017,136
R0000013,R0000018,92
R0000013,R0000020,144
R0000013,R0000021,192
R0000013,R0000022,109
R0000013,R0000023,102
R0000013,R0000024,188
R0000013,R0000025,176
R0000013,R0000026,155
R0000013,R0000027,160
R0000013,R0000028,167
R0000013,R0000029,139
R0000013,R0000030,199
R0000013,R0000031,161
R0000013,R0000032,194
R0000013,R0000033,169
R0000013,R0000034,114
R0000013,R0000035,172
R0000013,R0000036,133
R0000013,R0000037,95
R0000013,R0000038,138
R0000013,R0000039,114
R0000013,R0000040,81
R0000013,R0000041,185
R0000013,R0000042,186
R0000013,R0000043,159
R0000013,R0000044,157
R0000013,R0000045,199
R0000013,R0000046,192
R0000013,R0000047,135
R0000013,R0000048,169
R0000013,R0000049,196
R0000013,R0000050,112
R0000013,R0000051,175
R0000013,R0000052,181
R0000013,R0000053,199
R0000013,R0000054,200
R0000013,R0000055,152
R0000013,R0000056,142
R0000013,R0000057,149
R0000013,R0000058,139
R0000013,R0000059,43
R0000013,R0000060,178
R0000013,R0000061,156
R0000013,R0000062,79
R0000013,R0000063,151
R0000013,R0000064,170
R0000013,R0000065,184
R0000013,R0000066,88
R0000013,R0000067,105
R0000013,R0000068,168
R0000013,R0000069,182
R0000013,R0000070,68
R0000013,R0000071,137
R0000013,R0000072,197
R0000013,R0000073,135
R0000013,R0000074,132
R0000013,R0000075,83
R0000013,R0000076,85
R0000013,R0000077,109
R0000013,R0000078,175
R0000013,R0000079,157
R0000013,R0000080,166
R0000013,R0000081,140
R0000013,R0000082,180
R0000013,R0000083,182
R0000013,R0000084,115
R0000013,R0000085,61
R0000013,R0000086,62
R0000013,R0000087,164
R0000013,R0000088,195
R0000013,R0000089,179
R0000013,R0000090,199
R0000013,R0000091,98
R0000013,R0000092,171
R0000013,R0000093,172
R0000013,R0000094,186
R0000013,R0000095,145
R0000013,R0000096,197
R0000013,R0000097,181
R0000013,R0000098,73
R0000013,R0000099,149
R0000013,R00000100,154
R0000014,R0000015,239
R0000014,R0000016,279
R0000014,R0000017,194
R0000014,R0000018,142
R0000014,R0000020,215
R0000014,R0000021,219
R0000014,R0000022,186
R0000014,R0000023,152
R0000014,R0000024,175
R0000014,R0000025,267
R0000014,R0000026,176
R0000014,R0000027,188
R0000014,R0000028,231
R0000014,R0000029,227
R0000014,R0000030,299
R0000014,R0000031,160
R0000014,R0000032,289
R0000014,R0000033,176
R0000014,R0000034,186
R0000014,R0000035,186
R0000014,R0000036,216
R0000014,R0000037,183
R0000014,R0000038,205
R0000014,R0000039,177
R0000014,R0000040,120
R0000014,R0000041,242
R0000014,R0000042,206
R0000014,R0000043,263
R0000014,R0000044,211
R0000014,R0000045,215
R0000014,R0000046,216
R0000014,R0000047,144
R0000014,R0000048,173
R0000014,R0000049,217
R0000014,R0000050,154
R0000014,R0000051,238
R0000014,R0000052,235
R0000014,R0000053,182
R0000014,R0000054,255
R0000014,R0000055,183
R0000014,R0000056,210
